graphe,,,,n.m.,,,,,,théorie des graphes ; arc ; vecteur,,,,,,,,,,,,,,,,,,
graphie,,,,n.f.,"Mode de représentation écrite d'objets, faits ou idées",,,,,,,,,,,,,,,,,,,,,,,
graphique,,,,n.m.,Représentation géométrique de la structure ou de l'évolution d'un phénomène,,,,,,,,,,,,,,,,,,,,,,,
graphique de déclinaison,,,,n.m.,"Graphique matérialisant la position respective du nord magnétique, du nord géographique, et de l'axe des ordonnées du carroyage, généralement indiquée pour le centre de la carte à un instant donné, sans tenir compte de la variation journalière ni des éventuelles anomalies magnétiques",,,,,,,,,,,,,,,,,,,,,,,
graphisme,,,,n.m.,"Image obtenue sur un support par un procédé quelconque, considérée indépendamment de sa signification éventuelle",,,,,élément graphique,,,,,,,,,,,,,,,,,,
graticulage,,,,n.m.,Opération graphique permettant le report ou la transformation géométrique d'un document par l'emploi d'un quadrillage ou d'un carroyage,,,craticulage,,,,,,,,,,,,,,,,,,,,
graticule,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
gravure,O,,,n.f.,Procédé consistant à réaliser une image au moyen de traits en creux ou en relief sur un support ,,,,,,,,Opération consistant à mettre en œuvre le procédé précédent ,,,,,,,,Document obtenu par le procédé précédent,,,,,,,
grille de repérage,,,,n.f.,"Canevas délimitant des mailles identifiées par un repère alphanumérique, destiné à faciliter la recherche de positions",,,,,,,,,,,,,,,,,,,,,,,
grisé,,,,n.m.,"Ensemble graphique de structure géométrique régulière, constitué par un ligné, un quadrillé ou un semis suffisamment fin pour donner une impression de teinte uniforme monochrome",,,,,,,,,,,,,,,,,,,,,,,
grisés (bande de) ,,,,n.m.,"Bande comprise entre deux filets du cadre, contenant des éléments graphiques différents régulièrement alternés destinés à matérialiser et / ou à souligner les graduations en latitude et en longitude",,,,,,,,,,,,,,,,,,,,,,,
habillage,,,,n.m.,Ensemble des indications et des figures extérieures à la surface cartographiée ,,,,,,,,,,,,,,,,,,,,,,,
hachuré,,,,n.m.,Ligne de structure fine mais perceptible à l'œil,,,,,,,,,,,,,,,,,,,,,,,
hachures,,,,n.f.,Figuration évocatrice du relief au moyen de traits disposés selon des lignes de plus grande pente.,,,,,sémiologie graphique ; représentation du relief,,,,,,,,,,,,,,,,,,
hachures de pente,,,,n.f.,"Hachures dont la valeur (longueur, épaisseur, intervalle) est déterminée en fonction de la pente",,,,,,,,,,,,,,,,,,,,,,,
hachures d'ombre,,,,n.f.,"Hachures dont la valeur est déterminée par une convention d'éclairage (zénithal, oblique ou mixte)",,,,,,,,,,,,,,,,,,,,,,,
hachures figuratives,,,,n.f.,Hachures soulignant l'articulation et les caractéristiques morphologiques du relief sans prétendre à une représentation topographique fidèle,,,,,,,,,,,,,,,,,,,,,,,
hampe,,,,n.f.,"Partie ascendante ou descendante des bas de casse correspondant aux minuscules qui dépassent le calibre, telles que k (hampe supérieure) ou p (hampe inférieure)",,,,,,,,,,,,,,,,,,,,,,,
histogramme,,,,n.m.,Diagramme représentant une série de fréquences statistiques d'un phénomène donné par des rectangles juxtaposés à base constante et dont la hauteur est proportionnelle à la quantité exprimée,,Statistique,,,,,,,,,,,,,,,,,,,,,
hydrographie,,,,n.f.,"Partie de la topographie constituée par l'ensemble des eaux réparties à la surface de la terre, sous forme liquide ou solide, éventuellement dans le sous-sol, de façon permanente ou temporaire ",,,,,,,,Représentation cartographique des éléments précédents d'une région donnée ,,,,,,,,Technique ayant pour objet l'exécution et l'exploitation des observations topographiques relatives à la partie immergée de la surface terrestre ; -  synonyme de lever hydrographique,,,,,,,
hydronyme,,,,n.m.,Toponyme désignant un élément hydrographique,,Toponymie,,,,,,,,,,,,,,,,,,,,,
idéogramme,,,,n.m.,Symbole représentatif d'une idée,,,,,,,,,,,,,,,,,,,,,,,
îlot,,,,n.m.,"Ensemble de parcelles cadastrales entièrement limité, mais non coupé, par le domaine public routier, ferroviaire, fluvial ou maritime, ou par certaines voies de communication ou cours d'eau privés, ou par certaines limites administratives.",,,,,,,,,,,,,,,,,,,,,,,
image,,,,n.f.,,,,,,photographie,,,,,,,,,,,,,,,,,,
image à basse résolution,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
image à haute résolution,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
image à moyenne résolution,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
image à résolution métrique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
image à résolution subdécamétrique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
image à résolution submétrique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
image à très haute résolution,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
image aérienne,,,,n.f.,Image fournie par un système imageur aéroporté.,,,,,,,,"Par extension, fichier de données informatique qui permet d'obtenir cette image.",,,,,,,,,,,,,,,
image radar,,,,n.f.,"Image obtenue par représentation, en noir et blanc ou couleurs, de données analogiques ou numériques obtenues par un scanneur [radar] aéro- ou spatioporté.",,,,,,,,,,,,,,,,,,,,,,,
image radar moirée,,,,n.f.,,,,interférogramme,,,,,,,,,,,,,,,,,,,,
image rectifiée,,,,n.f.,Image aérienne ou spatiale dont la géométrie est traitée de façon à minimiser les déformations dues au mode de fonctionnement du capteur et à son attitude,,,,,,,,,,,,,,,,,,,,,,,
image satellite/satellitale/satellitaire,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
image spatiale,,,,n.f.,Image fournie par un système imageur spatioporté.,,,,,,,,"Par extension, fichier de données informatique qui permet d'obtenir cette image.",,,,,,,,,,,,,,,
implantation,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
imprécision des données,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
impression anaglyptique,,,,n.f.,Procédé d'impression en relief permettant la perception tactile d'un texte ou d'une figure par des non voyants,,,,,,,,,,,,,,,,,,,,,,,
incertitude,,,,n.f.,"Qualité exprimant la valeur moyenne, ou la valeur maximale, de l'erreur inhérente à la mise en œuvre d'un processus",,,,,,,,,,,,,,,,,,,,,,,
incertitude des données,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
index,,,,n.m.,"Dispositif matériel ou visuel définissant la position de l'élément pris en compte à chaque instant lors de l'analyse de l'image par un numériseur, ou lors d'un travail sur visuel en mode interactif",,,,,,,,,,,,,,,,,,,,,,,
indication de destination,,,,n.f.,"Indication d'un lieu extérieur au champ de la carte vers lequel se dirige une voie de communication, une ligne de transport, etc …",,,,,,,,,,,,,,,,,,,,,,,
indication marginale,,,,n.f.,Renseignement figurant dans la marge,,,,,,,,,,,,,,,,,,,,,,,
infographie,,,,n.f.,Application de l'informatique au traitement des données graphiques ,,,,,,,,"Plus spécialement, ensemble des techniques permettant la réalisation d'un document graphique à partir de données numériques sur support informatique",,,,,,,,,,,,,,,
information,,,,n.f.,Signification que l'être humain attribue à des données,,,,,,,,,,,,,,,,,,,,,,,
information cartographique,,,,n.f.,Information transmise par un document cartographique. ,,,,,,,,,,,,,,,,,,,,,,,
information géographique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
intégrité des données,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
intégrité topologique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
interpolation,,,,n.f.,"Reconstitution, en général approximative, d'une grandeur continue à partir d'un ensemble discret de valeurs de cette grandeur",,,,,,,,,,,,,,,,,,,,,,,
intervalle (au sens général),,,,n.m.,Distance séparant deux éléments graphiques voisins,,,,,,,,,,,,,,,,,,,,,,,
intervalle (entre deux courbes de niveau),,,,n.m.,"Distance horizontale, mesurée localement suivant la ligne de plus grande pente, entre deux courbes de niveau successives",,,,,,,,,,,,,,,,,,,,,,,
intervalle de classe,,,,n.m.,Ensemble des valeurs prises par une variable entre deux limites appelées bornes de classe ; il peut être représenté graphiquement par un même symbole entre deux isolignes,,,,,,,,,,,,,,,,,,,,,,,
isarithme,,,,n.m.,Isoligne dont le tracé est basé sur des données de nature discontinue qui laissent un rôle important à l'interprétation du cartographe,,,,,,,,,,,,,,,,,,,,,,,
isobathe,,,,n.f.,Ligne d'égale valeur de la sonde,,,,,,,,,,,,,,,,,,,,,,,
isochrone,,,,adj.,,,,,,,,,,,,,,,,,,,,,,,,
isohyète,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
isohypse,,,,n.f.,Ligne d'égale valeur de l'altitude,,,,,,,,,,,,,,,,,,,,,,,
isoligne,,,,n.f.,"Ligne joignant des points d'égale valeur, déterminée ou estimée, d'un phénomène",,,,,,,,,,,,,,,,,,,,,,,
isomètre (d'une projection),,,,n.m.,Ligne en chaque point de laquelle l'échelle locale est constante et indépendante de la direction,,,,,,,,,,,,,,,,,,,,,,,
isoplèthe,,,,n.m.,Isoligne dont le tracé est basé sur des données continues ou suffisamment denses pour ne laisser qu'un rôle négligeable à l'interprétation du cartographe,,,,,carte isoplèthe,,,,,,,,,,,,,,,,,,
isovaleur,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
jambage,,,,n.m.,Élément vertical du dessin d'une lettre,,,,,,,,,,,,,,,,,,,,,,,
JOG,,O,,,carte militaire Joint …,,,,,,,,,,,,,,,,,,,,,,,
jointure spatiale,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
justification ,,,,n.f.,Composition d'une ligne ajustée à une longueur déterminée,,,,,,,,Longueur d'une ligne d'un texte justifié,,,,,,,,,,,,,,,
kutsch,O,,,n.m.,"Réglette à biseaux gradués selon des échelles différentes, utilisée pour la mesure des distances sur des cartes. Nota d'après le nom de son auteur Kütsch",,,,,,,,,,,,,,,,,,,,,,,
laisse de basse mer,,,,n.f.,Limite inférieure de l'estran,,Carte marine,basse mer,,,,,,,,,,,,,,,,,,,,
laisse de pleine mer,,,,n.f.,Limite supérieure de l'estran,,Carte marine,,,,,,,,,,,,,,,,,,,,,
Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
langue (d'une carte),,,,n.f.,"Langue dans laquelle est réputée rédigée une carte, normalement mise en évidence par le titre et la légende",,Toponymie,,,,,,,,,,,,,,,,,,,,,
langue commune,,,,n.f.,"Forme écrite ou parlée d'une langue donnée qui, pour des raisons culturelles, sociales ou politiques, prévaut sur les parlers et dialectes locaux et constitue la forme correcte de référence",,Toponymie,,,,,,,,,,,,,,,,,,,,,
langue littéraire,,,,n.f.,"Forme en général écrite d'une langue donnée, à laquelle on s'accorde pour reconnaître une qualité supérieure du point de vue de l'étendue et de la finesse du domaine d'expression",,Toponymie,,,,,,,,,,,,,,,,,,,,,
langue nationale,,,,n.f.,Langue dont l'usage est répandu et courant et la situation privilégiée sur l'ensemble ou une partie d'un pays,,Toponymie,,,,,,,,,,,,,,,,,,,,,
langue officielle,,,,n.f.,"Langue reconnue explicitement comme telle au sein d'une communauté légalement constituée, et notamment dans un pays ou une partie d'un pays souverain",,Toponymie,,,,,,,,,,,,,,,,,,,,,
langue véhiculaire,,,,n.f.,Langue utilisée pour la communication entre communautés de langues différentes,,Toponymie,,,,,,,,,,,,,,,,,,,,,
langue vernaculaire,,,,n.f.,"Langue ou dialecte appartenant originellement et exclusivement à un territoire donné, généralement limité",,Toponymie,,,,,,,,,,,,,,,,,,,,,
latitude astronomique (d'un lieu),,,,n.f.,"Angle que fait la verticale ascendante d'un lieu avec un plan perpendiculaire à la ligne des pôles, compté en général de 0 à 90° ou 100 gon Nord ou Sud",,,,,,,,,,,,,,,,,,,,,,,
latitude croissante,,,,n.f.,"Paramètre angulaire d'un point égal à l'ordonnée de ce point dans une projection de Mercator dont l'échelle à l'équateur est de 1 par unité d'angle en longitude, les axes cartésiens étant l'équateur et un méridien",,,variable de Mercator,,,,,,,,,,,,,,,,,,,,
latitude équivalente,,,,n.f.,"Paramètre angulaire d'un point égal à l'ordonnée de ce point dans une projection équivalente de Lambert dont l'échelle à l'équateur est de 1 par unité d'angle en longitude, les axes cartésiens étant l'équateur et un méridien",,,,,,,,,,,,,,,,,,,,,,,
latitude géocentrique (d'un lieu),,,,n.f.,Angle que fait la demi-droite joignant le centre de l'ellipsoïde de référence à un lieu avec le plan de l'équateur,,,,,,,,,,,,,,,,,,,,,,,
latitude géodésique (d'un lieu),,,,n.f.,Angle que fait la normale extérieure menée d'un lieu à la surface de l'ellipsoïde de référence avec le plan de l'équateur,,,,,,,,,,,,,,,,,,,,,,,
légende ,,,,n.f.,"Tableau descriptif, non nécessairement complet, des conventions cartographiques permettant la lecture de la carte ; Nota en cartographie thématique, la partie de la légende relative au sujet de la carte doit être complète",,,,,,,,Mention dans le champ de la carte explicitant ou complétant un signe conventionnel ou fournissant un renseignement particulier,,,,,,,,,,,,,,,
lettre,,,,n.f.,Caractère d'un alphabet utilisé dans un système d'écriture basé sur la figuration des sons,,Toponymie,,,,,,,,,,,,,,,,,,,,,
levé,,,,n.m.,Résultat d'un lever,,,,,minute,,,,,,,,,,,,,,,,,,
levé d'itinéraire,O,,,n.m.,Document résultant d'un lever d'itinéraire,,,,,,,,,,,,,,,,,,,,,,,
levé GPS,,,,n.m.,,,,,,positionnement par GPS,,,,,,,,,,,,,,,,,,
levé photogrammétrique,,,,n.m.,Levé topographique exécuté par les techniques de la photogrammétrie à partir d'une couverture photographique de la zone à lever et de la détermination des coordonnées des points de calage nécessaires,,,minute de restitution,,restitution,,,,,,,,,,,,,,,,,,
lieu-dit,,,,n.m.,"Zone géographique de faible étendue, habitée ou non, pouvant être assimilée à un ensemble de parcelles, et qui a reçu un toponyme",,Toponymie,,,,,,,,,,,,,,,,,,,,,
ligne,,,,n.f.,Figure engendrée par le déplacement continu d'un point,,Math,,,"polyligne, arc, …",,,,,,,,,,,,,,,,,,
ligné,,,,n.m.,"Ensemble graphique de structure géométrique régulière à pas constant, formé de traits parallèles",,,,,trame,,,,,,,,,,,,,,,,,,
ligne des pôles,,,,n.f.,"Droite passant par le centre de gravité du corps terrestre, ayant la direction de son axe de rotation",,,axe des pôles,,,,,,,,,,,,,,,,,,,,
ligne polaire (d'une projection),,,,n.f.,Ligne en chaque point de laquelle la variation d'échelle locale est nulle dans toutes les directions,,,,,,,,,,,,,,,,,,,,,,,
limite de résolution géométrique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
limite de résolution radiométrique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
limite de résolution spectrale,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
linéature (d'une trame),O,,,n.f.,Nombre de lignes par centimètre ou par pouce du réseau d'une trame,,carto tradi,,,,,,,,,,,,,,,,,,,,,
liseré,,,,n.m.,"Bande étroite constituée d'un élément graphique zonal ou d'un blanc, disposée le long d'une ligne pour la mettre en évidence",,,,,,,,,,,,,,,,,,,,,,,
lisibilité,,,,n.f.,Qualité exprimant la netteté de la perception visuelle d'un contenu d'une carte et la facilité de distinction de ses éléments,,Qualité,,,,,,,,,,,,,,,,,,,,,
lissage ,,,,n.m.,"Élimination, conformément à une règle déterminée, de détails d'une ligne tracée sur une carte",,,,,,,,"En cartographie automatique, remplacement d'une fonction par une autre fonction constituée de valeurs voisines, mais ne comportant pas d'irrégularités telles que discontinuités, points anguleux, fortes courbures, etc ...",,,,,,,,,,,,,,,
lissage de courbe,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
lissage de données,,,,n.m.,"Remplacement d'une fonction par une autre fonction constituée de valeurs voisines, mais ne comportant pas d'irrégularités telles que discontinuités, points anguleux, fortes courbures, etc ...",,,,,carte lissée,,,,,,,,,,,,,,,,,,
lissage graphique,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
localisant,,,,n.m.,"Ensemble de paramètres définissant la position d'un objet géographique, habituellement dans un enregistrement décrivant cet objet",,,,,,,,,,,,,,,,,,,,,,,
logiciel de cartographie,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
logiciel de cartographie statistique,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
logiciel de dessin (DAO),,,,n.m.,,,,logiciel de DAO,,,,,,,,,,,,,,,,,,,,
logiciel de traitement d'image,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
logiciel de visualisation cartographique,,,,n.m.,,,,viewer,,,,,,,,,,,,,,,,,,,,
logiciel SIG,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
loi de surhaussement dégressif,,,,n.f.,"Relation exprimée par une formule ou un abaque, déterminant la valeur du coefficient de surhaussement dégressif (exagération variable de l'échelle altimétrique par rapport à l'échelle planimétrique)",,,,,surhaussement,,,,,,,,,,,,,,,,,,
longitude astronomique (d'un lieu),,,,n.f.,"Angle dièdre que fait le plan méridien astronomique d'un lieu avec le plan méridien origine, compté en général de 0 à 180° ou 200 gon Est ou Ouest",,,,,,,,,,,,,,,,,,,,,,,
longitude géodésique (d'un lieu),,,,n.f.,"Angle dièdre que fait le demi-plan limité par l'axe de l'ellipsoïde de référence et contenant la normale extérieure menée d'un lieu à la surface de l'ellipsoïde, avec le demi-plan du méridien origine",,,,,,,,,,,,,,,,,,,,,,,
loxodromie,,,,n.f.,"Courbe de l'ellipsoïde faisant un angle constant avec le méridien en chacun de ses points, ou son image sur le plan de projection. ",,,,,,,,,,,,,,,,,,,,,,,
luminosité,,,,n.f.,Caractère d'une couleur qui produit sur l'œil une sensation lumineuse de niveau élevé. Nota le terme clarté est employé pour un objet coloré et le terme luminosité pour une source de lumière,,,clarté,,intensité,,,,,,,,,,,,,,,,,,
M.N.T.,,O,,n.m.,Modèle numérique de terrain : ensemble discret de valeurs numériques permettant de représenter le relief d'une zone géographique. Exemple : ensemble des positions et altitudes d'un semis de points répartis sur cette zone.,,,,,,,,,,,,,,,,,,,,,,,
maillage,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
maille,,,,n.f.,Zone élémentaire délimitée par les lignes d'un canevas,,,,,,,,,,,,,,,,,,,,,,,
mappemonde,,,,n.f.,Représentation cartographique plane de la surface du globe terrestre en deux hémisphères distincts.,,,,,,,,,,,,,,,,,,,,,,,
maquette,,,,n.f.,"Prototype d'une carte ou d'une série de cartes, présenté graphiquement sous son aspect définitif",,,,,esquisse,,,"Représentation en trois dimensions, à très grande échelle, d'un site géographique ou d'un ensemble architectural",,,,,,,,,,,,,,,
marégraphe,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
marge ,,,,n.f.,Partie du support imprimé extérieure à la surface cartographiée,,,,,,,,,,,,,,,,,,,,,,,
marnage,,,,n.m.,"Différence de hauteur d'eau en un lieu, due à la marée astronomique, entre une pleine mer et une basse mer consécutives",,Carte marine,,,estran,,,,,,,,,,,,,,,,,,
masque,O,,,n.m.,"Support comportant des parties transparentes et des parties en demi-teintes ou opaques, destiné à corriger ou éliminer, totalement ou partiellement, l'ensemble ou certains éléments d'une image, en particulier lors des opérations photomécaniques",,,,,,,,,,,,,,,,,,,,,,,
"masque ""clipping""",,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
masque alourdi,O,,,n.m.,Masque destiné à réserver des surfaces correspondant à une image légèrement agrandie d'éléments graphiques dans le but de les détourer,,,,,,,,,,,,,,,,,,,,,,,
masque d'ouverture,O,,,n.m.,Masque destiné à réserver dans une image l'emplacement de certains symboles ou signes conventionnels. Ex masque d'ouverture des routes dans une planche d'estompage,,,,,,,,,,,,,,,,,,,,,,,
masque négatif,O,,,n.m.,Masque dont les parties transparentes correspondent à la surface de l'image qui doit être conservée,,,,,,,,,,,,,,,,,,,,,,,
masque positif,O,,,n.m.,Masque dont les parties opaques correspondent à la surface de l'image qui doit être conservée,,,,,,,,,,,,,,,,,,,,,,,
matrice,O,,,n.f.,"Planche de rédaction, ou sa copie, archivée comme élément de conservation et constituant l'élément de départ pour la préparation de nouveaux tirages ou d'éditions comportant des modifications.",,,,,planche mère,,,,,,,,,,,,,,,,,,
mention d'auteur(s),,,,n.f.,Indication de l'auteur ou des auteurs de la carte.,,Droit,droit d'auteur,,copyright,,,,,,,,,,,,,,,,,,
méridien,,,,n.m.,Section de l'ellipsoïde de référence par un demi-plan limité par l'axe de l'ellipsoïde,,,,,,,,,,,,,,,,,,,,,,,
méridien automécoïque,,,,n.m.,Méridien par rapport auquel toutes les propriétés géométriques de la projection sont symétriques,,,,,,,,,,,,,,,,,,,,,,,
méridien central (d'une projection) ,,,,n.m.,"Méridien passant par le pôle de la projection, si celui-ci existe et n'est pas un pôle terrestre",,,,,,,,"Ligne polaire de la projection, si celle-ci existe et est un parallèle",,,,,,,,Parallèle par rapport auquel toutes les propriétés géométriques de la projection sont symétriques,,,,,,,
méridien international,,,,n.m.,Méridien origine défini par un accord international,,,,,,,,,,,,,,,,,,,,,,,
méridien origine,,,,n.m.,Méridien particulier choisi comme origine des longitudes,,,,,,,,,,,,,,,,,,,,,,,
métadonnées,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
métadonnées géographiques,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
méthode IMHOF,O,,,n.f.,"Méthode d'estompage utilisant une gamme de teintes dégradées s'étageant d'un bleu vert foncé à un rose pâle ou au blanc, en fonction de l'altitude, pour donner l'impression des couleurs naturelles vues d'en haut, altérées par le voile atmosphérique",,,,,,,,,,,,,,,,,,,,,,,
minute,,,,n.f.,"Document graphique original, élaboré de façon précise, de présentation parfois imparfaite, servant de base pour la préparation d'une carte. ",,,,,,,,,,,,,,,,,,,,,,,
minute (hydrographique),,,,n.f.,Minute originale établie à partir d'un lever hydrographique,,,,,,,,,,,,,,,,,,,,,,,
minute (topographique),,,,n.f.,Minute originale établie par lever direct sur le terrain,,,,,,,,,,,,,,,,,,,,,,,
mise à jour ,,,,n.f.,"Opération qui rectifie certains éléments ou certaines zones d'une carte, en vue d'un nouveau tirage ou d'une nouvelle édition. ",,,,,,,,"Pour une carte marine, opération consistant, pour le détenteur d'une carte, à assurer sa tenue à jour à l'aide des avis aux navigateurs",,,,,,,,,,,,,,,
mise à jour cartographique,,,,n.f.,,,,,,révision cartographique,,,,,,,,,,,,,,,,,,
mise à jour de base de données,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
mise en page,,,,n.f.,"Disposition de l'ensemble de la composition d'une page en fonction de son format, des marges, des illustrations, etc.",,,,,,,,,,,,,,,,,,,,,,,
MNE,,O,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
MNS,,O,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
MNT,,O,,n.m.,,,,modèle numérique de terrain,,,,,,,,,,,,,,,,,,,,
mode analogique,,,,n.m.,Méthode de tracé automatique dans laquelle le tracé est obtenu par un déplacement continu de l'outil de tracé,,,,,,,,,,,,,,,,,,,,,,,
mode interactif,,,,n.m.,Mode d'utilisation d'un système de traitement de l'information dans lequel l'opérateur est guidé dans ses interventions par des informations visualisées grâce à un matériel et un logiciel appropriés,,,,,,,,,,,,,,,,,,,,,,,
mode maillé,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
mode matriciel,,,,n.m.,"Méthode de tracé automatique dans laquelle le tracé est généré par points élémentaires, généralement ordonnés suivant une trame déterminée. ",,,mode maillé ; mode raster,,données maillées,,,,,,,,,,,,,,,,,,
mode raster,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
mode vectoriel,,,,n.m.,"Méthode de tracé automatique dans laquelle le tracé est décomposé en une séquence de vecteurs élémentaires, dont la succession peut former des lignes continues pour l'oeil.",,,,,données vectorielles,,,,,,,,,,,,,,,,,,
modèle,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
modèle conceptuel de données localisées,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
modèle de données géographiques,,,,n.m.,,,,,,geodatabase,,,,,,,,,,,,,,,,,,
modèle de mise à jour,,,,n.m.,"Exemplaire de l'édition en vigueur d'une carte, sur lequel sont portées les modifications à effectuer et les rectifications éventuelles",,,,,,,,,,,,,,,,,,,,,,,
modèle de spécifications,,,,n.m.,Description et figuration en forme exacte de l'ensemble des spécifications concernant la représentation de l'information portée sur une carte,,,,,prototype,,,,,,,,,,,,,,,,,,
modèle numérique de terrain,,,,n.m.,Ensemble discret de valeurs numériques permettant de représenter le relief d'une zone géographique,,,MNT,,,,,,,,,,,,,,,,,,,,
modèle sémantique de données,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
modèle spaghetti,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
modèle topologique complet,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
modèle topologique de données,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
modèle topologique réseau,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
module linéaire,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
moirage,,,,n.m.,"Phénomène géométrique qui consiste en la formation d'images parasites par suite de la superposition de deux ou plusieurs figures de structures périodiques analogues, mais présentant une différence de pas et / ou d'orientation",,,,,,,,,,,,,,,,,,,,,,,
mosaïque (d'images),,,,n.f.,"Assemblage d'images photographiques, scanneur ou radar, ayant subi un traitement convenable pour assurer un bon raccord géométrique et le cas échéant radiométrique, de ces images",,,,,assemblage,,"introduire le terme ""dalle"" dans la définition",,,,,,,,,,,,,,,,
mosaïque (photographique) contrôlée,O,,,n.f.,"Mosaïque d'images obtenue par assemblage d'épreuves photographiques tirées par contact ou par projection de clichés aériens à axe vertical, la mise à l'échelle et la mise en place des épreuves étant assurées au mieux à l'aide de quelques points communs facilement identifiables",,,,,"orthophotographie, orthoimage",,,,,,,,,,,,,,,,,,
MTU (projection Mercator transverse universelle),,,,n.f.,Système de projection conforme normalisé représentant la terre entre 72° Nord et 72° Sud au moyen de 60 projections Mercator transverses dont les méridiens centraux sont espacés de 6°,,Projection,"projection MTU (Mercator transverse universelle), SPU (stéréographique polaire universelle)",,,,,,,,,,,,,,,,,,,,
nature de fond,,,,n.f.,"Symbole décrivant la nature du fond marin, considérée du point de vue de la navigation maritime",,,,,,,,,,,,,,,,,,,,,,,
négatif,O,,,n.m.,"Dans le langage courant, synonyme de image négative ou copie négative",,,,,,,,,,,,,,,,,,,,,,,
niveau d'agrégation spatiale,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
niveau de lecture,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
niveau de réduction (des sondes),,,,n.m.,Niveau de référence des sondes,,Carte marine,zéro des sondes,,,,,,,,,,,,,,,,,,,,
niveau de référence,,,,n.m.,Surface de référence à partir de laquelle sont comptées les altitudes,,Carte marine,zéro,,,,,,,,,,,,,,,,,,,,
niveau(x) de gris,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
nœud,,,,n.m.,,,Théorie des graphes,,,,,,,,,,,,,,,,,,,,,
nom propre de lieu,,,,n.m.,"Mot ou groupe de mots désignant un élément géographique déterminé, naturel ou rapporté, d'étendue quelconque.",,,,,,,,,,,,,,,,,,,,,,,
Nord de la carte,,,,n.m.,"Direction normale au bord supérieur de la carte, si elle ne s'écarte pas trop du Nord géographique",,,,,,,,,,,,,,,,,,,,,,,
Nord du carroyage,,,,n.m.,Direction des lignes d'un carroyage la plus voisine du Nord géographique,,,,,,,,,,,,,,,,,,,,,,,
Nord géographique (direction du) ,,,,n.m.,"Trace sur le plan horizontal d'un lieu, du demi-plan limité par la verticale de ce lieu et contenant le pôle Nord",,,,,,,,,,,,,,,,,,,,,,,
Nord magnétique (direction du) ,,,,n.m.,"Direction horizontale indiquée en un lieu par l'aiguille aimantée, en général distincte de la direction du pôle magnétique Nord",,,,,,,,,,,,,,,,,,,,,,,
normalisation (des noms géographiques),,,,n.f.,"Prescription ou recommandation d'un ensemble de règles pour le choix ou la représentation des toponymes, à appliquer au niveau national, régional ou international",,,,,,,,,,,,,,,,,,,,,,,
